Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Demand Forecast,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonal Tag,Supplier Lead Time (days),Product Rating,Return Rate,Stockout Indicator,Store Type,Customer Footfall
2022-01-09,S002,P0011,Electronics,West,184,170,5,194.73,208.76,31,Snowy,1,246.13,Summer,9,3.9,0.197,0,Small,754
2022-04-13,S002,P0005,Clothing,North,279,81,70,123.42,434.55,47,Sunny,1,358.25,Spring,1,4.4,0.169,0,Medium,706
2022-05-20,S005,P0014,Toys,East,408,372,81,176.43,134.84,24,Rainy,1,111.74,Summer,3,3.2,0.05,0,Medium,348
2022-06-09,S005,P0006,Toys,East,280,99,79,173.04,382.98,47,Rainy,1,342.46,Winter,13,4.0,0.047,0,Small,344
2022-01-18,S005,P0015,Groceries,North,445,36,119,103.13,126.91,12,Cloudy,1,104.31,Spring,13,4.1,0.078,0,Large,203
2022-03-08,S001,P0006,Electronics,North,312,174,91,159.61,146.98,7,Sunny,0,117.99,Summer,6,4.4,0.197,0,Large,515
2022-01-16,S004,P0009,Groceries,East,249,158,116,73.74,229.02,46,Rainy,0,239.52,Spring,11,1.6,0.039,0,Medium,547
2022-01-21,S005,P0013,Toys,West,233,153,142,176.86,315.63,19,Snowy,1,333.5,Spring,2,3.8,0.069,0,Large,630
2022-04-09,S004,P0015,Groceries,South,340,213,167,228.13,378.59,16,Snowy,1,390.54,Summer,7,4.2,0.0,0,Small,69
2022-02-07,S002,P0012,Toys,West,451,187,144,157.91,375.99,16,Cloudy,1,350.93,Spring,5,2.2,0.197,0,Small,659
2022-06-20,S003,P0015,Clothing,East,80,5,84,97.72,19.09,20,Cloudy,1,15.94,Winter,8,5.0,0.055,0,Large,553
2022-06-20,S004,P0016,Groceries,East,295,10,88,121.57,61.77,33,Rainy,0,59.55,Autumn,14,4.0,0.044,0,Large,368
2022-05-08,S002,P0011,Clothing,East,335,140,187,218.74,458.36,11,Cloudy,0,406.07,Spring,2,4.1,0.069,0,Small,834
2022-03-03,S003,P0015,Clothing,West,440,270,196,272.45,99.76,43,Sunny,0,119.25,Autumn,3,3.7,0.07,0,Medium,358
2022-04-01,S004,P0017,Groceries,East,322,217,193,253.22,188.42,13,Sunny,0,210.89,Autumn,13,4.1,0.152,0,Medium,372
2022-05-14,S001,P0005,Electronics,West,90,38,18,125.09,262.51,11,Cloudy,1,252.35,Autumn,2,4.9,0.084,0,Small,876
2022-06-21,S004,P0011,Groceries,North,397,318,50,206.99,103.43,18,Sunny,0,108.56,Spring,5,2.6,0.127,0,Medium,934
2022-03-14,S005,P0006,Clothing,North,57,54,11,158.35,340.1,41,Rainy,0,285.14,Spring,8,1.8,0.144,0,Small,338
2022-01-13,S005,P0015,Toys,East,293,68,55,214.74,90.01,17,Cloudy,1,103.48,Winter,1,3.8,0.189,0,Small,292
2022-03-03,S002,P0007,Groceries,West,312,231,106,283.76,471.15,12,Snowy,1,555.07,Summer,9,1.7,0.102,0,Large,183
2022-05-26,S003,P0006,Groceries,East,350,43,2,247.53,40.78,8,Sunny,1,42.16,Spring,14,2.9,0.097,0,Small,670
2022-01-17,S001,P0005,Groceries,South,225,13,196,123.25,379.25,17,Sunny,0,425.03,Autumn,8,1.1,0.118,0,Small,438
2022-02-22,S001,P0006,Groceries,South,325,160,52,257.73,486.27,29,Rainy,0,553.59,Summer,1,4.1,0.191,0,Medium,676
2022-06-02,S003,P0009,Clothing,South,155,0,5,190.69,81.14,24,Rainy,1,78.97,Spring,3,1.4,0.126,0,Small,86
2022-05-22,S005,P0002,Clothing,East,444,56,42,87.59,260.85,24,Cloudy,0,292.55,Winter,5,1.9,0.051,0,Medium,134
2022-06-18,S004,P0016,Toys,South,92,4,190,242.84,371.2,46,Sunny,0,421.61,Winter,2,3.3,0.096,0,Medium,738
2022-05-09,S002,P0014,Clothing,South,136,79,48,168.61,59.36,31,Snowy,1,51.49,Spring,1,3.0,0.174,0,Small,725
2022-02-27,S005,P0012,Electronics,North,441,239,0,143.98,317.94,38,Sunny,1,332.33,Winter,9,2.5,0.008,0,Small,843
2022-04-07,S005,P0004,Clothing,North,157,72,115,153.4,470.5,24,Sunny,1,563.69,Spring,4,1.1,0.087,0,Small,79
2022-03-18,S003,P0010,Groceries,North,222,88,162,173.81,170.51,6,Rainy,1,157.96,Winter,14,2.4,0.081,0,Small,174
2022-03-01,S004,P0012,Clothing,East,233,120,14,189.42,99.45,44,Rainy,1,102.31,Spring,10,4.3,0.024,0,Large,631
2022-01-20,S005,P0013,Clothing,East,62,12,6,55.25,68.99,4,Sunny,0,78.08,Spring,11,5.0,0.142,0,Large,562
2022-05-08,S005,P0007,Electronics,East,125,96,127,79.09,109.05,17,Sunny,0,114.55,Spring,11,3.3,0.113,0,Small,759
2022-01-05,S001,P0008,Clothing,North,404,212,66,89.12,478.99,9,Snowy,1,544.52,Spring,1,4.0,0.062,0,Medium,511
2022-06-12,S004,P0009,Groceries,North,236,29,90,194.45,484.22,21,Snowy,0,576.81,Autumn,2,3.8,0.144,0,Medium,146
2022-02-13,S001,P0004,Clothing,North,329,77,14,249.9,344.77,19,Snowy,1,397.06,Winter,10,3.4,0.155,0,Medium,673
2022-05-26,S003,P0008,Clothing,South,194,106,93,114.17,463.77,0,Rainy,0,470.21,Spring,2,1.2,0.108,0,Medium,426
2022-05-05,S001,P0004,Clothing,North,141,57,61,155.46,41.99,18,Rainy,1,43.63,Summer,9,4.8,0.131,0,Medium,415
2022-03-06,S002,P0009,Toys,South,318,34,64,99.17,229.95,16,Snowy,1,245.27,Spring,3,2.4,0.089,0,Medium,280
2022-04-17,S002,P0019,Clothing,South,81,52,179,64.88,367.11,15,Rainy,1,372.35,Spring,11,3.3,0.014,0,Medium,911
2022-02-19,S003,P0004,Electronics,West,206,20,106,159.84,489.08,12,Rainy,1,552.33,Spring,6,2.5,0.174,0,Large,631
2022-03-11,S002,P0011,Groceries,North,152,43,14,152.29,379.24,5,Snowy,0,369.76,Spring,14,4.5,0.118,0,Small,64
2022-03-03,S001,P0007,Clothing,South,183,66,90,53.15,388.51,23,Cloudy,0,442.17,Spring,13,3.4,0.089,0,Large,808
2022-05-12,S001,P0004,Clothing,East,438,137,179,243.35,116.77,40,Sunny,0,115.5,Spring,4,4.5,0.003,0,Large,959
2022-01-08,S003,P0010,Clothing,South,404,203,33,87.9,480.0,6,Sunny,0,438.18,Autumn,4,1.5,0.074,0,Small,422
2022-04-15,S001,P0006,Toys,East,450,148,87,149.62,198.74,24,Sunny,1,203.43,Winter,5,2.4,0.162,0,Large,713
2022-02-17,S004,P0007,Clothing,West,453,149,40,82.31,338.18,12,Snowy,1,393.94,Summer,3,1.1,0.061,0,Large,839
2022-04-05,S003,P0009,Groceries,North,157,53,3,266.17,404.91,37,Cloudy,1,402.67,Summer,10,1.7,0.046,0,Small,600
2022-03-25,S004,P0009,Clothing,South,475,26,17,283.74,42.93,40,Sunny,1,44.06,Spring,3,1.2,0.17,0,Small,101
2022-04-16,S003,P0019,Clothing,East,108,37,94,169.71,220.92,0,Rainy,0,249.58,Spring,13,3.0,0.174,0,Medium,76
2022-02-12,S005,P0016,Clothing,South,379,36,27,230.32,144.36,48,Sunny,0,145.96,Spring,4,4.0,0.14,0,Medium,500
2022-02-17,S002,P0013,Groceries,North,196,10,167,241.38,312.82,24,Rainy,1,274.5,Summer,7,1.2,0.042,0,Small,355
2022-02-05,S001,P0013,Electronics,East,481,421,21,286.19,235.35,45,Cloudy,1,229.78,Autumn,10,1.8,0.096,0,Large,454
2022-02-13,S005,P0008,Toys,South,439,61,150,93.61,223.3,28,Rainy,1,225.97,Summer,6,2.9,0.17,0,Medium,559
2022-06-18,S001,P0011,Clothing,West,320,293,53,119.9,213.76,26,Cloudy,0,236.88,Autumn,11,1.6,0.054,0,Small,333
2022-05-27,S003,P0012,Clothing,South,184,67,19,279.63,100.28,49,Snowy,0,118.55,Spring,11,3.1,0.028,0,Small,327
2022-06-12,S003,P0016,Clothing,North,372,348,167,94.25,302.8,14,Rainy,1,312.58,Winter,1,1.6,0.086,0,Small,964
2022-02-22,S003,P0008,Groceries,South,377,209,178,115.64,375.06,40,Cloudy,0,388.17,Summer,6,2.0,0.093,0,Large,258
2022-06-18,S003,P0011,Groceries,East,53,6,144,205.39,127.34,49,Rainy,0,141.43,Spring,2,4.6,0.159,0,Small,275
2022-01-29,S004,P0016,Toys,North,120,94,109,56.43,96.07,39,Rainy,1,112.99,Autumn,3,2.4,0.072,0,Medium,312
2022-05-20,S003,P0007,Electronics,West,435,206,59,208.94,166.52,50,Cloudy,0,170.32,Autumn,7,3.6,0.036,0,Small,119
2022-04-07,S004,P0012,Electronics,East,244,142,137,206.62,165.9,17,Sunny,1,177.39,Spring,13,2.5,0.075,0,Large,158
2022-03-07,S002,P0017,Clothing,North,52,13,152,117.94,228.4,36,Sunny,0,273.9,Autumn,9,1.2,0.082,0,Medium,761
2022-05-25,S001,P0003,Clothing,North,56,30,64,107.72,266.8,22,Rainy,0,276.99,Autumn,3,2.0,0.06,0,Large,609
2022-02-13,S002,P0016,Toys,South,279,200,157,104.6,439.83,21,Cloudy,0,495.61,Autumn,13,3.4,0.006,0,Small,468
2022-01-21,S001,P0001,Electronics,North,260,260,162,110.94,476.29,34,Snowy,0,467.04,Autumn,8,4.6,0.158,0,Small,599
2022-05-15,S004,P0006,Clothing,East,138,100,116,50.32,209.22,41,Snowy,0,175.63,Autumn,3,3.1,0.158,0,Medium,502
2022-03-25,S001,P0003,Clothing,East,382,69,192,210.93,352.72,18,Cloudy,0,383.95,Winter,3,3.0,0.065,0,Large,306
2022-03-07,S005,P0001,Groceries,East,90,29,34,263.16,432.84,25,Snowy,0,497.19,Spring,2,2.5,0.13,0,Small,246
2022-05-05,S005,P0014,Groceries,West,399,357,139,287.52,244.12,22,Cloudy,0,197.88,Summer,14,1.6,0.067,0,Large,694
2022-04-21,S002,P0003,Groceries,South,345,289,61,161.8,390.26,2,Snowy,0,405.22,Autumn,13,2.2,0.088,0,Medium,417
2022-03-14,S004,P0009,Toys,North,253,62,46,129.29,406.8,37,Rainy,0,458.44,Winter,5,1.2,0.067,0,Medium,683
2022-04-24,S003,P0006,Electronics,South,187,66,33,278.61,81.19,41,Sunny,1,68.65,Summer,5,4.4,0.093,0,Large,55
2022-03-09,S004,P0017,Groceries,West,172,27,199,115.82,90.44,5,Sunny,1,87.4,Autumn,3,2.8,0.113,0,Medium,991
2022-05-09,S001,P0017,Clothing,West,377,299,88,79.98,27.66,49,Snowy,1,22.92,Autumn,5,3.8,0.106,0,Medium,800
2022-05-22,S001,P0018,Toys,West,495,265,131,274.9,268.61,4,Snowy,1,290.71,Spring,1,2.7,0.089,0,Small,285
2022-05-18,S001,P0003,Toys,South,95,57,150,239.58,179.58,39,Sunny,0,155.67,Winter,11,1.4,0.103,0,Medium,564
2022-01-08,S004,P0006,Groceries,East,59,28,0,259.39,21.42,27,Cloudy,0,24.27,Spring,10,4.9,0.132,0,Medium,153
2022-01-02,S002,P0009,Toys,South,434,84,117,122.64,465.34,27,Cloudy,1,492.53,Autumn,9,2.4,0.023,0,Large,85
2022-04-09,S003,P0006,Toys,East,403,47,60,189.92,28.39,1,Snowy,0,25.86,Winter,7,2.6,0.16,0,Small,631
2022-04-10,S001,P0003,Electronics,South,294,104,127,284.14,366.42,19,Sunny,1,342.68,Winter,1,1.3,0.155,0,Small,812
2022-06-08,S004,P0012,Electronics,North,481,25,60,164.54,167.09,37,Snowy,0,196.67,Summer,1,3.0,0.039,0,Small,775
2022-05-23,S003,P0001,Toys,East,482,133,104,288.91,388.73,47,Snowy,1,387.3,Autumn,6,3.0,0.125,0,Large,997
2022-01-23,S001,P0007,Groceries,East,216,190,136,234.56,313.18,43,Sunny,1,265.79,Winter,11,4.7,0.059,0,Small,829
2022-06-08,S001,P0009,Toys,East,343,174,100,84.06,233.04,20,Sunny,0,227.54,Winter,14,1.0,0.104,0,Medium,534
2022-01-25,S005,P0001,Toys,East,340,311,65,219.31,131.76,15,Rainy,0,112.95,Winter,5,2.5,0.174,0,Small,597
2022-02-18,S001,P0012,Clothing,South,369,35,93,215.17,368.08,20,Sunny,1,345.23,Winter,9,4.2,0.122,0,Small,869
2022-01-10,S004,P0002,Toys,East,177,132,44,286.69,47.56,14,Snowy,0,53.17,Autumn,3,1.4,0.188,0,Large,248
2022-03-20,S002,P0001,Clothing,East,55,1,94,153.67,329.57,6,Snowy,0,301.57,Summer,7,2.8,0.11,0,Medium,800
2022-04-28,S003,P0002,Clothing,North,346,204,121,87.68,371.04,24,Cloudy,1,398.26,Autumn,6,3.2,0.112,0,Medium,195
2022-05-06,S001,P0005,Groceries,West,316,248,153,242.35,259.4,10,Rainy,1,213.83,Spring,9,4.4,0.164,0,Medium,438
2022-05-21,S003,P0008,Electronics,West,439,313,96,163.15,42.8,31,Rainy,0,37.44,Spring,2,4.4,0.101,0,Large,700
2022-06-19,S002,P0001,Groceries,North,467,181,94,80.59,173.99,46,Snowy,1,160.68,Summer,13,4.0,0.023,0,Small,823
2022-05-05,S003,P0010,Groceries,East,149,64,152,180.28,246.6,19,Snowy,0,247.15,Autumn,14,2.5,0.069,0,Large,961
2022-06-26,S001,P0011,Groceries,West,439,360,114,180.26,429.5,1,Rainy,0,399.61,Autumn,11,1.2,0.103,0,Medium,325
2022-01-25,S003,P0009,Clothing,North,482,269,10,101.5,283.58,16,Sunny,0,273.01,Spring,11,1.4,0.076,0,Medium,163
2022-04-19,S001,P0016,Electronics,East,256,245,50,259.54,434.49,17,Sunny,1,446.02,Winter,4,2.5,0.13,0,Small,390
2022-02-09,S005,P0001,Clothing,East,246,114,0,170.23,153.04,3,Sunny,1,182.14,Summer,1,1.9,0.163,0,Small,111
2022-04-11,S001,P0003,Toys,North,321,294,15,292.57,54.22,49,Snowy,1,60.78,Autumn,10,2.7,0.192,0,Medium,574
2022-06-12,S002,P0016,Clothing,East,65,40,27,119.75,193.69,23,Sunny,1,192.78,Autumn,3,4.4,0.097,0,Large,933
2022-05-23,S003,P0004,Groceries,East,133,112,72,173.49,227.87,9,Sunny,1,215.47,Autumn,14,1.3,0.047,0,Small,357
2022-05-01,S005,P0015,Electronics,South,98,37,143,287.34,48.83,4,Sunny,1,55.34,Spring,3,4.9,0.182,0,Large,485
2022-05-27,S003,P0010,Groceries,West,162,16,8,133.91,207.04,18,Rainy,0,177.83,Spring,1,2.0,0.089,0,Medium,944
2022-05-12,S005,P0016,Electronics,North,473,350,123,102.99,315.72,18,Rainy,0,315.89,Autumn,11,2.5,0.194,0,Medium,857
2022-01-10,S003,P0011,Electronics,West,153,112,187,141.95,467.5,32,Sunny,1,374.68,Winter,8,2.9,0.144,0,Small,958
2022-02-10,S005,P0011,Groceries,South,486,239,195,56.15,141.8,11,Rainy,1,150.89,Winter,8,4.1,0.122,0,Large,313
2022-06-12,S001,P0013,Electronics,West,401,100,107,196.09,61.86,19,Rainy,0,65.62,Summer,2,4.4,0.054,0,Large,249
2022-05-06,S005,P0010,Groceries,West,302,268,120,76.37,292.57,8,Cloudy,1,347.85,Autumn,2,2.1,0.132,0,Small,204
2022-06-29,S004,P0019,Clothing,South,208,109,116,111.37,482.97,49,Rainy,1,568.49,Spring,10,2.8,0.157,0,Medium,752
2022-04-24,S005,P0018,Electronics,South,114,36,140,298.05,426.48,48,Sunny,1,373.31,Summer,12,4.8,0.009,0,Small,285
2022-01-29,S003,P0020,Toys,West,257,86,7,197.79,324.05,10,Rainy,1,333.5,Spring,8,2.1,0.063,0,Large,373
2022-06-18,S002,P0011,Toys,North,118,91,105,293.22,446.96,20,Sunny,0,488.24,Spring,6,3.7,0.003,0,Medium,928
2022-06-26,S001,P0019,Toys,West,126,43,159,74.2,97.13,38,Rainy,0,96.4,Autumn,8,1.7,0.09,0,Large,794
2022-06-08,S004,P0013,Groceries,North,422,405,91,199.77,472.95,28,Sunny,0,505.68,Summer,8,1.1,0.02,0,Medium,987
2022-05-17,S001,P0010,Groceries,West,449,23,83,94.16,462.76,44,Cloudy,1,536.81,Spring,10,4.9,0.008,0,Large,407
2022-02-23,S002,P0017,Clothing,North,264,207,123,193.0,81.74,32,Rainy,0,83.91,Winter,9,4.2,0.034,0,Large,464
2022-01-09,S001,P0005,Groceries,South,96,59,121,104.33,84.12,21,Cloudy,1,94.55,Spring,9,2.3,0.101,0,Large,123
2022-03-05,S002,P0011,Electronics,North,175,45,110,255.82,281.04,1,Cloudy,1,244.47,Winter,9,1.4,0.104,0,Large,282
2022-02-04,S003,P0018,Electronics,East,403,321,99,63.71,404.35,41,Rainy,1,395.49,Autumn,14,2.7,0.13,0,Small,753
2022-04-29,S002,P0011,Toys,West,377,95,108,142.28,312.11,49,Snowy,1,317.92,Spring,5,2.7,0.134,0,Large,871
2022-06-04,S005,P0012,Toys,North,279,43,85,242.11,445.44,42,Rainy,1,395.22,Summer,9,2.5,0.032,0,Medium,713
2022-05-13,S001,P0001,Electronics,North,200,87,122,214.06,46.22,20,Sunny,1,39.47,Autumn,13,2.2,0.079,0,Large,214
2022-04-24,S002,P0004,Electronics,West,495,18,71,288.13,94.29,14,Snowy,0,83.99,Winter,6,1.2,0.105,0,Medium,341
2022-01-25,S001,P0013,Groceries,West,450,148,192,271.78,337.54,20,Cloudy,1,284.69,Winter,4,1.2,0.168,0,Medium,371
2022-04-11,S004,P0014,Groceries,West,248,83,65,255.67,353.0,50,Snowy,1,367.79,Winter,14,3.5,0.098,0,Medium,439
2022-01-11,S004,P0014,Clothing,North,178,133,85,99.33,43.58,40,Rainy,1,49.1,Spring,4,4.4,0.146,0,Large,956
2022-02-27,S005,P0009,Electronics,North,323,245,101,254.96,23.74,26,Sunny,1,27.32,Summer,5,4.0,0.067,0,Small,326
2022-05-27,S005,P0007,Groceries,North,265,66,35,206.44,352.75,21,Snowy,0,290.61,Winter,5,3.1,0.158,0,Medium,521
2022-02-17,S004,P0020,Toys,East,484,73,47,295.76,275.6,31,Rainy,0,254.88,Spring,12,2.4,0.127,0,Small,987
2022-05-16,S001,P0016,Toys,South,147,14,52,205.0,168.45,50,Sunny,1,142.47,Autumn,5,2.9,0.154,0,Medium,459
2022-01-08,S001,P0015,Toys,West,314,270,165,177.49,261.8,48,Sunny,0,310.9,Winter,7,1.2,0.105,0,Medium,877
2022-03-07,S001,P0016,Clothing,West,243,1,11,184.44,227.72,41,Cloudy,1,195.97,Spring,6,1.7,0.056,0,Small,608
2022-03-24,S001,P0017,Clothing,West,164,107,48,281.22,215.35,9,Snowy,1,239.54,Autumn,7,3.1,0.125,0,Medium,356
2022-05-06,S003,P0008,Clothing,East,487,3,18,199.2,174.41,43,Cloudy,0,207.6,Autumn,3,4.1,0.126,0,Medium,201
2022-06-12,S003,P0002,Groceries,West,256,244,32,240.45,332.34,50,Sunny,0,303.63,Winter,11,2.1,0.013,0,Medium,319
2022-02-26,S004,P0019,Groceries,West,111,63,105,294.26,28.07,31,Snowy,1,25.28,Summer,10,2.5,0.079,0,Large,920
2022-04-11,S005,P0001,Toys,North,117,66,99,296.89,243.05,16,Cloudy,1,235.49,Autumn,6,4.8,0.196,0,Small,722
2022-06-17,S005,P0011,Clothing,East,364,217,9,138.91,279.68,48,Cloudy,1,273.41,Autumn,6,1.5,0.053,0,Large,91
2022-04-22,S001,P0016,Toys,East,88,56,4,290.32,80.01,20,Sunny,0,74.41,Autumn,12,2.5,0.029,0,Medium,393
2022-02-05,S005,P0001,Toys,East,411,30,16,221.81,239.14,4,Rainy,1,200.74,Autumn,13,1.5,0.056,0,Large,112
2022-02-21,S001,P0017,Electronics,East,201,180,106,213.84,405.51,34,Cloudy,0,363.55,Spring,14,3.5,0.17,0,Large,218
2022-05-01,S001,P0015,Toys,North,224,222,41,211.49,163.6,34,Cloudy,0,165.7,Winter,4,4.8,0.055,0,Medium,702
2022-05-30,S003,P0018,Clothing,West,168,8,4,144.15,186.25,35,Rainy,0,193.08,Winter,6,3.2,0.059,0,Medium,529
2022-06-21,S003,P0017,Toys,South,324,124,155,232.57,200.88,27,Sunny,1,236.06,Autumn,2,1.2,0.127,0,Medium,478
2022-05-25,S004,P0009,Clothing,East,61,7,79,222.04,107.96,0,Snowy,1,110.77,Spring,13,1.6,0.068,0,Small,518
2022-02-05,S002,P0015,Clothing,South,72,12,96,96.83,428.31,15,Rainy,1,356.3,Autumn,4,4.5,0.113,0,Large,236
2022-02-07,S002,P0001,Electronics,South,430,169,33,204.01,128.85,6,Snowy,0,119.64,Winter,2,2.7,0.132,0,Medium,725
2022-04-28,S004,P0013,Groceries,West,53,51,148,131.31,432.1,43,Sunny,0,511.81,Summer,3,3.2,0.097,0,Small,92
2022-02-22,S002,P0017,Clothing,North,204,191,131,151.87,278.1,49,Rainy,0,271.7,Winter,13,4.9,0.149,0,Medium,919
2022-01-24,S001,P0004,Groceries,South,275,10,59,238.51,20.46,24,Rainy,0,24.04,Spring,2,1.8,0.019,0,Small,162
2022-04-15,S001,P0010,Clothing,West,344,167,129,266.38,314.51,14,Sunny,0,367.06,Summer,10,1.3,0.148,0,Small,548
2022-01-11,S001,P0003,Toys,South,310,25,134,252.49,463.3,23,Sunny,1,408.59,Summer,2,4.0,0.049,0,Small,695
2022-02-12,S001,P0004,Toys,East,312,179,174,207.57,228.24,9,Snowy,0,239.79,Spring,11,4.0,0.186,0,Small,935
2022-05-05,S004,P0003,Clothing,West,369,289,151,266.52,121.1,16,Sunny,0,113.31,Summer,13,1.5,0.106,0,Small,346
2022-02-20,S002,P0020,Electronics,West,417,139,23,238.42,145.69,7,Snowy,1,166.35,Winter,12,3.3,0.152,0,Large,449
2022-03-17,S001,P0003,Groceries,South,81,25,135,276.25,381.69,28,Rainy,0,414.15,Winter,2,2.4,0.109,0,Large,891
2022-02-13,S002,P0020,Electronics,North,399,124,131,186.5,225.91,13,Cloudy,1,269.95,Autumn,12,3.4,0.044,0,Large,248
2022-02-04,S005,P0018,Toys,East,183,98,192,54.46,266.74,50,Cloudy,1,267.45,Spring,1,2.0,0.039,0,Small,885
2022-06-10,S001,P0003,Toys,South,192,128,178,51.65,487.66,33,Sunny,1,452.15,Autumn,11,4.5,0.034,0,Large,500
2022-05-08,S002,P0005,Clothing,North,456,60,16,254.68,402.25,20,Rainy,1,481.36,Spring,2,1.9,0.128,0,Medium,260
2022-02-19,S001,P0004,Clothing,East,224,59,57,258.4,412.52,8,Snowy,0,456.65,Spring,4,3.7,0.09,0,Small,383
2022-05-31,S003,P0009,Groceries,South,450,307,116,129.03,290.3,41,Cloudy,1,307.79,Winter,8,4.7,0.145,0,Small,345
2022-05-29,S001,P0015,Toys,South,301,70,118,243.09,278.69,29,Sunny,0,265.91,Spring,10,1.1,0.175,0,Large,190
2022-01-02,S004,P0017,Electronics,South,66,49,167,294.0,179.4,15,Cloudy,0,149.25,Spring,13,4.3,0.157,0,Medium,69
2022-02-19,S005,P0014,Electronics,East,366,64,165,128.51,111.58,38,Rainy,0,101.96,Winter,4,1.1,0.181,0,Medium,88
2022-06-18,S004,P0019,Clothing,North,480,36,176,150.16,377.52,6,Rainy,0,412.74,Autumn,5,4.8,0.08,0,Medium,569
2022-04-03,S002,P0007,Electronics,South,259,203,131,171.15,362.76,4,Snowy,0,342.98,Winter,14,4.7,0.097,0,Medium,830
2022-06-19,S002,P0012,Groceries,West,492,375,111,244.25,149.52,11,Sunny,0,161.93,Winter,11,3.9,0.037,0,Large,318
2022-05-05,S004,P0017,Toys,North,100,54,20,294.82,330.91,22,Snowy,0,380.99,Summer,12,4.9,0.042,0,Small,594
2022-06-23,S005,P0001,Toys,East,241,234,8,193.37,490.59,0,Snowy,1,570.8,Autumn,3,3.8,0.051,0,Large,267
2022-04-24,S004,P0014,Electronics,South,380,200,58,118.89,149.29,2,Cloudy,1,145.25,Autumn,6,4.5,0.184,0,Large,504
2022-06-22,S003,P0020,Clothing,North,158,147,97,203.43,299.27,13,Cloudy,1,344.87,Summer,5,2.7,0.045,0,Large,419
2022-06-18,S001,P0017,Electronics,West,373,294,19,116.51,26.36,50,Cloudy,0,30.52,Winter,10,2.8,0.079,0,Large,460
2022-02-06,S002,P0005,Groceries,West,494,136,130,82.81,322.15,37,Snowy,1,335.6,Spring,6,3.8,0.113,0,Medium,456
2022-04-18,S003,P0018,Groceries,North,347,89,53,249.51,96.69,13,Cloudy,0,103.34,Autumn,9,1.9,0.164,0,Medium,891
2022-01-22,S004,P0013,Clothing,East,451,107,193,70.98,44.93,10,Rainy,1,47.14,Spring,8,4.1,0.114,0,Small,381
2022-01-31,S005,P0020,Clothing,West,193,8,143,242.62,477.91,27,Snowy,0,551.0,Spring,11,1.5,0.178,0,Medium,781
2022-06-01,S004,P0018,Toys,South,141,12,54,179.89,119.36,25,Snowy,1,104.06,Summer,11,1.5,0.082,0,Small,911
2022-06-21,S004,P0017,Toys,West,208,185,157,126.27,485.93,4,Snowy,0,433.39,Autumn,7,2.5,0.037,0,Large,585
2022-05-27,S003,P0009,Toys,West,400,198,161,143.22,484.06,5,Cloudy,0,425.86,Summer,5,3.7,0.071,0,Large,635
2022-04-07,S002,P0019,Clothing,South,489,15,46,110.08,222.67,44,Sunny,0,229.39,Autumn,9,4.6,0.15,0,Large,880
2022-05-17,S001,P0003,Groceries,West,299,83,166,88.42,449.6,8,Snowy,1,481.96,Winter,8,2.0,0.162,0,Large,238
2022-04-07,S002,P0009,Clothing,North,434,272,25,162.86,373.8,32,Rainy,0,425.24,Autumn,8,2.0,0.06,0,Small,299
2022-06-17,S001,P0008,Clothing,West,415,272,11,219.01,160.33,14,Sunny,1,134.51,Spring,6,3.7,0.044,0,Large,356
2022-04-27,S002,P0017,Electronics,North,246,38,85,114.47,397.58,38,Sunny,1,343.23,Summer,7,2.9,0.036,0,Large,383
2022-04-28,S003,P0008,Groceries,West,60,14,197,171.75,338.99,42,Rainy,1,390.1,Spring,14,3.6,0.187,0,Large,241
2022-04-10,S005,P0016,Toys,South,337,215,155,294.6,24.41,3,Cloudy,0,24.45,Autumn,6,1.3,0.063,0,Small,655
2022-05-02,S001,P0009,Toys,West,191,173,19,281.2,172.97,50,Cloudy,1,154.7,Summer,12,1.1,0.083,0,Small,82
2022-03-14,S002,P0019,Groceries,North,80,46,9,173.28,474.7,25,Sunny,1,440.83,Summer,12,1.1,0.195,0,Small,168
2022-05-29,S003,P0015,Electronics,South,419,157,98,80.44,63.93,46,Snowy,0,51.45,Winter,3,2.8,0.138,0,Large,955
2022-02-07,S002,P0020,Toys,West,453,452,183,96.77,283.16,45,Cloudy,1,276.83,Autumn,11,3.9,0.048,0,Small,945
2022-01-18,S003,P0020,Groceries,North,428,317,130,119.8,131.57,32,Sunny,0,112.12,Winter,8,1.2,0.2,0,Large,404
2022-06-03,S002,P0014,Groceries,East,382,213,69,114.6,142.23,5,Cloudy,1,150.78,Winter,12,4.8,0.191,0,Large,827
2022-04-01,S002,P0006,Clothing,North,188,131,52,218.84,268.69,35,Cloudy,1,216.17,Summer,9,1.0,0.159,0,Large,531
2022-03-19,S002,P0013,Groceries,East,133,33,149,264.38,414.86,47,Cloudy,1,407.06,Winter,7,1.6,0.112,0,Large,971
2022-02-26,S001,P0020,Toys,South,370,23,190,64.41,18.14,32,Sunny,1,20.83,Summer,9,3.2,0.074,0,Medium,820
2022-01-04,S005,P0011,Electronics,North,127,73,192,235.56,150.87,21,Rainy,1,123.18,Winter,11,2.4,0.159,0,Small,202
2022-04-26,S004,P0014,Groceries,East,270,247,21,279.84,125.88,9,Cloudy,1,138.37,Winter,8,1.4,0.061,0,Large,823
2022-01-04,S002,P0003,Electronics,East,191,135,41,174.1,59.01,12,Snowy,0,61.59,Winter,10,2.5,0.033,0,Medium,596
