Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Demand Forecast,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonal Tag,Supplier Lead Time (days),Product Rating,Return Rate,Stockout Indicator,Store Type,Customer Footfall
03-01-2022,S002,Lays Chips,Clothing,East,117,31,130,65.48,215.98,27,Snowy,1,217.37,Summer,10,3.1,0.076,0,Small,353
19-05-2022,S002,KitKat Bar,Electronics,North,71,9,152,210.36,498.49,17,Sunny,1,556.41,Spring,13,4.5,0.077,0,Small,971
02-02-2022,S005,Oreo Biscuit,Toys,West,109,35,18,202.19,492.39,38,Rainy,0,547.55,Summer,6,4.9,0.158,0,Medium,766
07-03-2022,S005,Oreo Biscuit,Clothing,North,421,175,47,62.86,450.98,34,Rainy,1,517.94,Spring,13,2.5,0.013,0,Small,667
15-04-2022,S004,Chocolate IceCream,Groceries,East,177,20,194,57.46,484.2,2,Rainy,1,524.63,Winter,11,1.1,0.033,0,Small,735
18-06-2022,S001,Cheese Crackers,Groceries,West,239,101,66,189.46,403.07,10,Cloudy,1,409.35,Autumn,9,1.2,0.041,0,Medium,771
03-05-2022,S001,Chocolate Donut,Groceries,West,65,6,109,181.91,190.8,11,Snowy,0,214.97,Summer,13,3,0.036,0,Small,381
16-02-2022,S001,Caramel Popcorn,Groceries,North,185,98,103,234.09,221.66,43,Rainy,1,233.8,Summer,8,4.2,0.19,0,Small,925
14-02-2022,S004,Vanilla Cone,Groceries,East,75,0,16,128.88,228.25,32,Rainy,0,231.71,Autumn,8,1.5,0.064,0,Medium,512
12-02-2022,S003,Dairy Milk Chocolate,Groceries,South,125,114,188,146.79,86.94,37,Cloudy,0,85.74,Spring,5,3.6,0.077,0,Medium,575
17-05-2022,S003,Vanilla Cone,Toys,East,60,32,13,229.35,194.69,10,Sunny,1,172.28,Summer,11,3.6,0.162,0,Large,345
14-04-2022,S004,Dairy Milk Chocolate,Electronics,South,75,4,37,52.06,473.21,50,Sunny,1,426.05,Winter,14,1.6,0.148,0,Small,234
27-06-2022,S003,Cheese Crackers,Groceries,North,127,19,116,228.34,257.97,36,Snowy,1,289.27,Spring,14,3.2,0.146,0,Medium,387
28-05-2022,S004,Caramel Popcorn,Clothing,West,306,11,80,114.39,44.72,37,Rainy,1,50.95,Summer,11,4.6,0.032,0,Small,576
26-01-2022,S001,Chocolate Donut,Groceries,West,321,206,82,299.31,386.97,7,Snowy,0,347.13,Summer,9,3.7,0.118,0,Medium,915
23-06-2022,S001,Fruit Jelly Cup,Groceries,North,226,207,157,140.65,282.56,17,Cloudy,0,335.78,Spring,2,3.4,0.144,0,Large,926
09-01-2022,S002,Dark Fantasy Cookie,Electronics,West,184,170,5,194.73,208.76,31,Snowy,1,246.13,Summer,9,3.9,0.197,0,Small,754
13-04-2022,S002,Oreo Biscuit,Clothing,North,279,81,70,123.42,434.55,47,Sunny,1,358.25,Spring,1,4.4,0.169,0,Medium,706
20-05-2022,S005,Cheese Crackers,Toys,East,408,372,81,176.43,134.84,24,Rainy,1,111.74,Summer,3,3.2,0.05,0,Medium,348
09-06-2022,S005,Mango Ice Cream,Toys,East,280,99,79,173.04,382.98,47,Rainy,1,342.46,Winter,13,4,0.047,0,Small,344
18-01-2022,S005,Mint Choco Stick,Groceries,North,445,36,119,103.13,126.91,12,Cloudy,1,104.31,Spring,13,4.1,0.078,0,Large,203
08-03-2022,S001,Mango Ice Cream,Electronics,North,312,174,91,159.61,146.98,7,Sunny,0,117.99,Summer,6,4.4,0.197,0,Large,515
16-01-2022,S004,Caramel Popcorn,Groceries,East,249,158,116,73.74,229.02,46,Rainy,0,239.52,Spring,11,1.6,0.039,0,Medium,547
21-01-2022,S005,Choco Lava Cake,Toys,West,233,153,142,176.86,315.63,19,Snowy,1,333.5,Spring,2,3.8,0.069,0,Large,630
09-04-2022,S004,Mint Choco Stick,Groceries,South,340,213,167,228.13,378.59,16,Snowy,1,390.54,Summer,7,4.2,0,0,Small,69
07-02-2022,S002,Butter Scotch Cup,Toys,West,451,187,144,157.91,375.99,16,Cloudy,1,350.93,Spring,5,2.2,0.197,0,Small,659
20-06-2022,S003,Mint Choco Stick,Clothing,East,80,5,84,97.72,19.09,20,Cloudy,1,15.94,Winter,8,5,0.055,0,Large,553
20-06-2022,S004,Coffee Crunch Bar,Groceries,East,295,10,88,121.57,61.77,33,Rainy,0,59.55,Autumn,14,4,0.044,0,Large,368
08-05-2022,S002,Dark Fantasy Cookie,Clothing,East,335,140,187,218.74,458.36,11,Cloudy,0,406.07,Spring,2,4.1,0.069,0,Small,834
03-03-2022,S003,Mint Choco Stick,Clothing,West,440,270,196,272.45,99.76,43,Sunny,0,119.25,Autumn,3,3.7,0.07,0,Medium,358
01-04-2022,S004,Pineapple Ice Cream,Groceries,East,322,217,193,253.22,188.42,13,Sunny,0,210.89,Autumn,13,4.1,0.152,0,Medium,372
14-05-2022,S001,Oreo Biscuit,Electronics,West,90,38,18,125.09,262.51,11,Cloudy,1,252.35,Autumn,2,4.9,0.084,0,Small,876
21-06-2022,S004,Dark Fantasy Cookie,Groceries,North,397,318,50,206.99,103.43,18,Sunny,0,108.56,Spring,5,2.6,0.127,0,Medium,934
14-03-2022,S005,Mango Ice Cream,Clothing,North,57,54,11,158.35,340.1,41,Rainy,0,285.14,Spring,8,1.8,0.144,0,Small,338
13-01-2022,S005,Mint Choco Stick,Toys,East,293,68,55,214.74,90.01,17,Cloudy,1,103.48,Winter,1,3.8,0.189,0,Small,292
03-03-2022,S002,KitKat Bar,Groceries,West,312,231,106,283.76,471.15,12,Snowy,1,555.07,Summer,9,1.7,0.102,0,Large,183
26-05-2022,S003,Mango Ice Cream,Groceries,East,350,43,2,247.53,40.78,8,Sunny,1,42.16,Spring,14,2.9,0.097,0,Small,670
17-01-2022,S001,Oreo Biscuit,Groceries,South,225,13,196,123.25,379.25,17,Sunny,0,425.03,Autumn,8,1.1,0.118,0,Small,438
22-02-2022,S001,Mango Ice Cream,Groceries,South,325,160,52,257.73,486.27,29,Rainy,0,553.59,Summer,1,4.1,0.191,0,Medium,676
02-06-2022,S003,Caramel Popcorn,Clothing,South,155,0,5,190.69,81.14,24,Rainy,1,78.97,Spring,3,1.4,0.126,0,Small,86
22-05-2022,S005,Dairy Milk Chocolate,Clothing,East,444,56,42,87.59,260.85,24,Cloudy,0,292.55,Winter,5,1.9,0.051,0,Medium,134
18-06-2022,S004,Coffee Crunch Bar,Toys,South,92,4,190,242.84,371.2,46,Sunny,0,421.61,Winter,2,3.3,0.096,0,Medium,738
09-05-2022,S002,Cheese Crackers,Clothing,South,136,79,48,168.61,59.36,31,Snowy,1,51.49,Spring,1,3,0.174,0,Small,725
27-02-2022,S005,Butter Scotch Cup,Electronics,North,441,239,0,143.98,317.94,38,Sunny,1,332.33,Winter,9,2.5,0.008,0,Small,843
07-04-2022,S005,Lays Chips,Clothing,North,157,72,115,153.4,470.5,24,Sunny,1,563.69,Spring,4,1.1,0.087,0,Small,79
18-03-2022,S003,Strawberry Sundae,Groceries,North,222,88,162,173.81,170.51,6,Rainy,1,157.96,Winter,14,2.4,0.081,0,Small,174
01-03-2022,S004,Butter Scotch Cup,Clothing,East,233,120,14,189.42,99.45,44,Rainy,1,102.31,Spring,10,4.3,0.024,0,Large,631
20-01-2022,S005,Choco Lava Cake,Clothing,East,62,12,6,55.25,68.99,4,Sunny,0,78.08,Spring,11,5,0.142,0,Large,562
08-05-2022,S005,KitKat Bar,Electronics,East,125,96,127,79.09,109.05,17,Sunny,0,114.55,Spring,11,3.3,0.113,0,Small,759
05-01-2022,S001,Blueberry Muffin,Clothing,North,404,212,66,89.12,478.99,9,Snowy,1,544.52,Spring,1,4,0.062,0,Medium,511
12-06-2022,S004,Caramel Popcorn,Groceries,North,236,29,90,194.45,484.22,21,Snowy,0,576.81,Autumn,2,3.8,0.144,0,Medium,146
13-02-2022,S001,Lays Chips,Clothing,North,329,77,14,249.9,344.77,19,Snowy,1,397.06,Winter,10,3.4,0.155,0,Medium,673
26-05-2022,S003,Blueberry Muffin,Clothing,South,194,106,93,114.17,463.77,0,Rainy,0,470.21,Spring,2,1.2,0.108,0,Medium,426
05-05-2022,S001,Lays Chips,Clothing,North,141,57,61,155.46,41.99,18,Rainy,1,43.63,Summer,9,4.8,0.131,0,Medium,415
06-03-2022,S002,Caramel Popcorn,Toys,South,318,34,64,99.17,229.95,16,Snowy,1,245.27,Spring,3,2.4,0.089,0,Medium,280
17-04-2022,S002,Fruit Jelly Cup,Clothing,South,81,52,179,64.88,367.11,15,Rainy,1,372.35,Spring,11,3.3,0.014,0,Medium,911
19-02-2022,S003,Lays Chips,Electronics,West,206,20,106,159.84,489.08,12,Rainy,1,552.33,Spring,6,2.5,0.174,0,Large,631
11-03-2022,S002,Dark Fantasy Cookie,Groceries,North,152,43,14,152.29,379.24,5,Snowy,0,369.76,Spring,14,4.5,0.118,0,Small,64
03-03-2022,S001,KitKat Bar,Clothing,South,183,66,90,53.15,388.51,23,Cloudy,0,442.17,Spring,13,3.4,0.089,0,Large,808
12-05-2022,S001,Lays Chips,Clothing,East,438,137,179,243.35,116.77,40,Sunny,0,115.5,Spring,4,4.5,0.003,0,Large,959
08-01-2022,S003,Strawberry Sundae,Clothing,South,404,203,33,87.9,480,6,Sunny,0,438.18,Autumn,4,1.5,0.074,0,Small,422
15-04-2022,S001,Mango Ice Cream,Toys,East,450,148,87,149.62,198.74,24,Sunny,1,203.43,Winter,5,2.4,0.162,0,Large,713
17-02-2022,S004,KitKat Bar,Clothing,West,453,149,40,82.31,338.18,12,Snowy,1,393.94,Summer,3,1.1,0.061,0,Large,839
05-04-2022,S003,Caramel Popcorn,Groceries,North,157,53,3,266.17,404.91,37,Cloudy,1,402.67,Summer,10,1.7,0.046,0,Small,600
25-03-2022,S004,Caramel Popcorn,Clothing,South,475,26,17,283.74,42.93,40,Sunny,1,44.06,Spring,3,1.2,0.17,0,Small,101
16-04-2022,S003,Fruit Jelly Cup,Clothing,East,108,37,94,169.71,220.92,0,Rainy,0,249.58,Spring,13,3,0.174,0,Medium,76
12-02-2022,S005,Coffee Crunch Bar,Clothing,South,379,36,27,230.32,144.36,48,Sunny,0,145.96,Spring,4,4,0.14,0,Medium,500
17-02-2022,S002,Choco Lava Cake,Groceries,North,196,10,167,241.38,312.82,24,Rainy,1,274.5,Summer,7,1.2,0.042,0,Small,355
05-02-2022,S001,Choco Lava Cake,Electronics,East,481,421,21,286.19,235.35,45,Cloudy,1,229.78,Autumn,10,1.8,0.096,0,Large,454
13-02-2022,S005,Blueberry Muffin,Toys,South,439,61,150,93.61,223.3,28,Rainy,1,225.97,Summer,6,2.9,0.17,0,Medium,559
18-06-2022,S001,Dark Fantasy Cookie,Clothing,West,320,293,53,119.9,213.76,26,Cloudy,0,236.88,Autumn,11,1.6,0.054,0,Small,333
27-05-2022,S003,Butter Scotch Cup,Clothing,South,184,67,19,279.63,100.28,49,Snowy,0,118.55,Spring,11,3.1,0.028,0,Small,327
12-06-2022,S003,Coffee Crunch Bar,Clothing,North,372,348,167,94.25,302.8,14,Rainy,1,312.58,Winter,1,1.6,0.086,0,Small,964
22-02-2022,S003,Blueberry Muffin,Groceries,South,377,209,178,115.64,375.06,40,Cloudy,0,388.17,Summer,6,2,0.093,0,Large,258
18-06-2022,S003,Dark Fantasy Cookie,Groceries,East,53,6,144,205.39,127.34,49,Rainy,0,141.43,Spring,2,4.6,0.159,0,Small,275
29-01-2022,S004,Coffee Crunch Bar,Toys,North,120,94,109,56.43,96.07,39,Rainy,1,112.99,Autumn,3,2.4,0.072,0,Medium,312
20-05-2022,S003,KitKat Bar,Electronics,West,435,206,59,208.94,166.52,50,Cloudy,0,170.32,Autumn,7,3.6,0.036,0,Small,119
07-04-2022,S004,Butter Scotch Cup,Electronics,East,244,142,137,206.62,165.9,17,Sunny,1,177.39,Spring,13,2.5,0.075,0,Large,158
07-03-2022,S002,Pineapple Ice Cream,Clothing,North,52,13,152,117.94,228.4,36,Sunny,0,273.9,Autumn,9,1.2,0.082,0,Medium,761
25-05-2022,S001,Vanilla Cone,Clothing,North,56,30,64,107.72,266.8,22,Rainy,0,276.99,Autumn,3,2,0.06,0,Large,609
13-02-2022,S002,Coffee Crunch Bar,Toys,South,279,200,157,104.6,439.83,21,Cloudy,0,495.61,Autumn,13,3.4,0.006,0,Small,468
21-01-2022,S001,Chocolate IceCream,Electronics,North,260,260,162,110.94,476.29,34,Snowy,0,467.04,Autumn,8,4.6,0.158,0,Small,599
15-05-2022,S004,Mango Ice Cream,Clothing,East,138,100,116,50.32,209.22,41,Snowy,0,175.63,Autumn,3,3.1,0.158,0,Medium,502
25-03-2022,S001,Vanilla Cone,Clothing,East,382,69,192,210.93,352.72,18,Cloudy,0,383.95,Winter,3,3,0.065,0,Large,306
07-03-2022,S005,Chocolate IceCream,Groceries,East,90,29,34,263.16,432.84,25,Snowy,0,497.19,Spring,2,2.5,0.13,0,Small,246
05-05-2022,S005,Cheese Crackers,Groceries,West,399,357,139,287.52,244.12,22,Cloudy,0,197.88,Summer,14,1.6,0.067,0,Large,694
21-04-2022,S002,Vanilla Cone,Groceries,South,345,289,61,161.8,390.26,2,Snowy,0,405.22,Autumn,13,2.2,0.088,0,Medium,417
14-03-2022,S004,Caramel Popcorn,Toys,North,253,62,46,129.29,406.8,37,Rainy,0,458.44,Winter,5,1.2,0.067,0,Medium,683
24-04-2022,S003,Mango Ice Cream,Electronics,South,187,66,33,278.61,81.19,41,Sunny,1,68.65,Summer,5,4.4,0.093,0,Large,55
09-03-2022,S004,Pineapple Ice Cream,Groceries,West,172,27,199,115.82,90.44,5,Sunny,1,87.4,Autumn,3,2.8,0.113,0,Medium,991
09-05-2022,S001,Pineapple Ice Cream,Clothing,West,377,299,88,79.98,27.66,49,Snowy,1,22.92,Autumn,5,3.8,0.106,0,Medium,800
22-05-2022,S001,Chocolate Donut,Toys,West,495,265,131,274.9,268.61,4,Snowy,1,290.71,Spring,1,2.7,0.089,0,Small,285
18-05-2022,S001,Vanilla Cone,Toys,South,95,57,150,239.58,179.58,39,Sunny,0,155.67,Winter,11,1.4,0.103,0,Medium,564
08-01-2022,S004,Mango Ice Cream,Groceries,East,59,28,0,259.39,21.42,27,Cloudy,0,24.27,Spring,10,4.9,0.132,0,Medium,153
02-01-2022,S002,Caramel Popcorn,Toys,South,434,84,117,122.64,465.34,27,Cloudy,1,492.53,Autumn,9,2.4,0.023,0,Large,85
09-04-2022,S003,Mango Ice Cream,Toys,East,403,47,60,189.92,28.39,1,Snowy,0,25.86,Winter,7,2.6,0.16,0,Small,631
10-04-2022,S001,Vanilla Cone,Electronics,South,294,104,127,284.14,366.42,19,Sunny,1,342.68,Winter,1,1.3,0.155,0,Small,812
08-06-2022,S004,Butter Scotch Cup,Electronics,North,481,25,60,164.54,167.09,37,Snowy,0,196.67,Summer,1,3,0.039,0,Small,775
23-05-2022,S003,Chocolate IceCream,Toys,East,482,133,104,288.91,388.73,47,Snowy,1,387.3,Autumn,6,3,0.125,0,Large,997
23-01-2022,S001,KitKat Bar,Groceries,East,216,190,136,234.56,313.18,43,Sunny,1,265.79,Winter,11,4.7,0.059,0,Small,829
08-06-2022,S001,Caramel Popcorn,Toys,East,343,174,100,84.06,233.04,20,Sunny,0,227.54,Winter,14,1,0.104,0,Medium,534
25-01-2022,S005,Chocolate IceCream,Toys,East,340,311,65,219.31,131.76,15,Rainy,0,112.95,Winter,5,2.5,0.174,0,Small,597
18-02-2022,S001,Butter Scotch Cup,Clothing,South,369,35,93,215.17,368.08,20,Sunny,1,345.23,Winter,9,4.2,0.122,0,Small,869
10-01-2022,S004,Dairy Milk Chocolate,Toys,East,177,132,44,286.69,47.56,14,Snowy,0,53.17,Autumn,3,1.4,0.188,0,Large,248
20-03-2022,S002,Chocolate IceCream,Clothing,East,55,1,94,153.67,329.57,6,Snowy,0,301.57,Summer,7,2.8,0.11,0,Medium,800
28-04-2022,S003,Dairy Milk Chocolate,Clothing,North,346,204,121,87.68,371.04,24,Cloudy,1,398.26,Autumn,6,3.2,0.112,0,Medium,195
06-05-2022,S001,Oreo Biscuit,Groceries,West,316,248,153,242.35,259.4,10,Rainy,1,213.83,Spring,9,4.4,0.164,0,Medium,438
21-05-2022,S003,Blueberry Muffin,Electronics,West,439,313,96,163.15,42.8,31,Rainy,0,37.44,Spring,2,4.4,0.101,0,Large,700
19-06-2022,S002,Chocolate IceCream,Groceries,North,467,181,94,80.59,173.99,46,Snowy,1,160.68,Summer,13,4,0.023,0,Small,823
05-05-2022,S003,Strawberry Sundae,Groceries,East,149,64,152,180.28,246.6,19,Snowy,0,247.15,Autumn,14,2.5,0.069,0,Large,961
26-06-2022,S001,Dark Fantasy Cookie,Groceries,West,439,360,114,180.26,429.5,1,Rainy,0,399.61,Autumn,11,1.2,0.103,0,Medium,325
25-01-2022,S003,Caramel Popcorn,Clothing,North,482,269,10,101.5,283.58,16,Sunny,0,273.01,Spring,11,1.4,0.076,0,Medium,163
19-04-2022,S001,Coffee Crunch Bar,Electronics,East,256,245,50,259.54,434.49,17,Sunny,1,446.02,Winter,4,2.5,0.13,0,Small,390
09-02-2022,S005,Chocolate IceCream,Clothing,East,246,114,0,170.23,153.04,3,Sunny,1,182.14,Summer,1,1.9,0.163,0,Small,111
11-04-2022,S001,Vanilla Cone,Toys,North,321,294,15,292.57,54.22,49,Snowy,1,60.78,Autumn,10,2.7,0.192,0,Medium,574
12-06-2022,S002,Coffee Crunch Bar,Clothing,East,65,40,27,119.75,193.69,23,Sunny,1,192.78,Autumn,3,4.4,0.097,0,Large,933
23-05-2022,S003,Lays Chips,Groceries,East,133,112,72,173.49,227.87,9,Sunny,1,215.47,Autumn,14,1.3,0.047,0,Small,357
01-05-2022,S005,Mint Choco Stick,Electronics,South,98,37,143,287.34,48.83,4,Sunny,1,55.34,Spring,3,4.9,0.182,0,Large,485
27-05-2022,S003,Strawberry Sundae,Groceries,West,162,16,8,133.91,207.04,18,Rainy,0,177.83,Spring,1,2,0.089,0,Medium,944
12-05-2022,S005,Coffee Crunch Bar,Electronics,North,473,350,123,102.99,315.72,18,Rainy,0,315.89,Autumn,11,2.5,0.194,0,Medium,857
10-01-2022,S003,Dark Fantasy Cookie,Electronics,West,153,112,187,141.95,467.5,32,Sunny,1,374.68,Winter,8,2.9,0.144,0,Small,958
10-02-2022,S005,Dark Fantasy Cookie,Groceries,South,486,239,195,56.15,141.8,11,Rainy,1,150.89,Winter,8,4.1,0.122,0,Large,313
12-06-2022,S001,Choco Lava Cake,Electronics,West,401,100,107,196.09,61.86,19,Rainy,0,65.62,Summer,2,4.4,0.054,0,Large,249
06-05-2022,S005,Strawberry Sundae,Groceries,West,302,268,120,76.37,292.57,8,Cloudy,1,347.85,Autumn,2,2.1,0.132,0,Small,204
29-06-2022,S004,Fruit Jelly Cup,Clothing,South,208,109,116,111.37,482.97,49,Rainy,1,568.49,Spring,10,2.8,0.157,0,Medium,752
24-04-2022,S005,Chocolate Donut,Electronics,South,114,36,140,298.05,426.48,48,Sunny,1,373.31,Summer,12,4.8,0.009,0,Small,285
29-01-2022,S003,Peanut Chikki Bar,Toys,West,257,86,7,197.79,324.05,10,Rainy,1,333.5,Spring,8,2.1,0.063,0,Large,373
18-06-2022,S002,Dark Fantasy Cookie,Toys,North,118,91,105,293.22,446.96,20,Sunny,0,488.24,Spring,6,3.7,0.003,0,Medium,928
26-06-2022,S001,Fruit Jelly Cup,Toys,West,126,43,159,74.2,97.13,38,Rainy,0,96.4,Autumn,8,1.7,0.09,0,Large,794
08-06-2022,S004,Choco Lava Cake,Groceries,North,422,405,91,199.77,472.95,28,Sunny,0,505.68,Summer,8,1.1,0.02,0,Medium,987
17-05-2022,S001,Strawberry Sundae,Groceries,West,449,23,83,94.16,462.76,44,Cloudy,1,536.81,Spring,10,4.9,0.008,0,Large,407
23-02-2022,S002,Pineapple Ice Cream,Clothing,North,264,207,123,193,81.74,32,Rainy,0,83.91,Winter,9,4.2,0.034,0,Large,464
09-01-2022,S001,Oreo Biscuit,Groceries,South,96,59,121,104.33,84.12,21,Cloudy,1,94.55,Spring,9,2.3,0.101,0,Large,123
05-03-2022,S002,Dark Fantasy Cookie,Electronics,North,175,45,110,255.82,281.04,1,Cloudy,1,244.47,Winter,9,1.4,0.104,0,Large,282
04-02-2022,S003,Chocolate Donut,Electronics,East,403,321,99,63.71,404.35,41,Rainy,1,395.49,Autumn,14,2.7,0.13,0,Small,753
29-04-2022,S002,Dark Fantasy Cookie,Toys,West,377,95,108,142.28,312.11,49,Snowy,1,317.92,Spring,5,2.7,0.134,0,Large,871
04-06-2022,S005,Butter Scotch Cup,Toys,North,279,43,85,242.11,445.44,42,Rainy,1,395.22,Summer,9,2.5,0.032,0,Medium,713
13-05-2022,S001,Chocolate IceCream,Electronics,North,200,87,122,214.06,46.22,20,Sunny,1,39.47,Autumn,13,2.2,0.079,0,Large,214
24-04-2022,S002,Lays Chips,Electronics,West,495,18,71,288.13,94.29,14,Snowy,0,83.99,Winter,6,1.2,0.105,0,Medium,341
25-01-2022,S001,Choco Lava Cake,Groceries,West,450,148,192,271.78,337.54,20,Cloudy,1,284.69,Winter,4,1.2,0.168,0,Medium,371
11-04-2022,S004,Cheese Crackers,Groceries,West,248,83,65,255.67,353,50,Snowy,1,367.79,Winter,14,3.5,0.098,0,Medium,439
11-01-2022,S004,Cheese Crackers,Clothing,North,178,133,85,99.33,43.58,40,Rainy,1,49.1,Spring,4,4.4,0.146,0,Large,956
27-02-2022,S005,Caramel Popcorn,Electronics,North,323,245,101,254.96,23.74,26,Sunny,1,27.32,Summer,5,4,0.067,0,Small,326
27-05-2022,S005,KitKat Bar,Groceries,North,265,66,35,206.44,352.75,21,Snowy,0,290.61,Winter,5,3.1,0.158,0,Medium,521
17-02-2022,S004,Peanut Chikki Bar,Toys,East,484,73,47,295.76,275.6,31,Rainy,0,254.88,Spring,12,2.4,0.127,0,Small,987
16-05-2022,S001,Coffee Crunch Bar,Toys,South,147,14,52,205,168.45,50,Sunny,1,142.47,Autumn,5,2.9,0.154,0,Medium,459
08-01-2022,S001,Mint Choco Stick,Toys,West,314,270,165,177.49,261.8,48,Sunny,0,310.9,Winter,7,1.2,0.105,0,Medium,877
07-03-2022,S001,Coffee Crunch Bar,Clothing,West,243,1,11,184.44,227.72,41,Cloudy,1,195.97,Spring,6,1.7,0.056,0,Small,608
24-03-2022,S001,Pineapple Ice Cream,Clothing,West,164,107,48,281.22,215.35,9,Snowy,1,239.54,Autumn,7,3.1,0.125,0,Medium,356
06-05-2022,S003,Blueberry Muffin,Clothing,East,487,3,18,199.2,174.41,43,Cloudy,0,207.6,Autumn,3,4.1,0.126,0,Medium,201
12-06-2022,S003,Dairy Milk Chocolate,Groceries,West,256,244,32,240.45,332.34,50,Sunny,0,303.63,Winter,11,2.1,0.013,0,Medium,319
26-02-2022,S004,Fruit Jelly Cup,Groceries,West,111,63,105,294.26,28.07,31,Snowy,1,25.28,Summer,10,2.5,0.079,0,Large,920
11-04-2022,S005,Chocolate IceCream,Toys,North,117,66,99,296.89,243.05,16,Cloudy,1,235.49,Autumn,6,4.8,0.196,0,Small,722
17-06-2022,S005,Dark Fantasy Cookie,Clothing,East,364,217,9,138.91,279.68,48,Cloudy,1,273.41,Autumn,6,1.5,0.053,0,Large,91
22-04-2022,S001,Coffee Crunch Bar,Toys,East,88,56,4,290.32,80.01,20,Sunny,0,74.41,Autumn,12,2.5,0.029,0,Medium,393
05-02-2022,S005,Chocolate IceCream,Toys,East,411,30,16,221.81,239.14,4,Rainy,1,200.74,Autumn,13,1.5,0.056,0,Large,112
21-02-2022,S001,Pineapple Ice Cream,Electronics,East,201,180,106,213.84,405.51,34,Cloudy,0,363.55,Spring,14,3.5,0.17,0,Large,218
01-05-2022,S001,Mint Choco Stick,Toys,North,224,222,41,211.49,163.6,34,Cloudy,0,165.7,Winter,4,4.8,0.055,0,Medium,702
30-05-2022,S003,Chocolate Donut,Clothing,West,168,8,4,144.15,186.25,35,Rainy,0,193.08,Winter,6,3.2,0.059,0,Medium,529
21-06-2022,S003,Pineapple Ice Cream,Toys,South,324,124,155,232.57,200.88,27,Sunny,1,236.06,Autumn,2,1.2,0.127,0,Medium,478
25-05-2022,S004,Caramel Popcorn,Clothing,East,61,7,79,222.04,107.96,0,Snowy,1,110.77,Spring,13,1.6,0.068,0,Small,518
05-02-2022,S002,Mint Choco Stick,Clothing,South,72,12,96,96.83,428.31,15,Rainy,1,356.3,Autumn,4,4.5,0.113,0,Large,236
07-02-2022,S002,Chocolate IceCream,Electronics,South,430,169,33,204.01,128.85,6,Snowy,0,119.64,Winter,2,2.7,0.132,0,Medium,725
28-04-2022,S004,Choco Lava Cake,Groceries,West,53,51,148,131.31,432.1,43,Sunny,0,511.81,Summer,3,3.2,0.097,0,Small,92
22-02-2022,S002,Pineapple Ice Cream,Clothing,North,204,191,131,151.87,278.1,49,Rainy,0,271.7,Winter,13,4.9,0.149,0,Medium,919
24-01-2022,S001,Lays Chips,Groceries,South,275,10,59,238.51,20.46,24,Rainy,0,24.04,Spring,2,1.8,0.019,0,Small,162
15-04-2022,S001,Strawberry Sundae,Clothing,West,344,167,129,266.38,314.51,14,Sunny,0,367.06,Summer,10,1.3,0.148,0,Small,548
11-01-2022,S001,Vanilla Cone,Toys,South,310,25,134,252.49,463.3,23,Sunny,1,408.59,Summer,2,4,0.049,0,Small,695
12-02-2022,S001,Lays Chips,Toys,East,312,179,174,207.57,228.24,9,Snowy,0,239.79,Spring,11,4,0.186,0,Small,935
05-05-2022,S004,Vanilla Cone,Clothing,West,369,289,151,266.52,121.1,16,Sunny,0,113.31,Summer,13,1.5,0.106,0,Small,346
20-02-2022,S002,Peanut Chikki Bar,Electronics,West,417,139,23,238.42,145.69,7,Snowy,1,166.35,Winter,12,3.3,0.152,0,Large,449
17-03-2022,S001,Vanilla Cone,Groceries,South,81,25,135,276.25,381.69,28,Rainy,0,414.15,Winter,2,2.4,0.109,0,Large,891
13-02-2022,S002,Peanut Chikki Bar,Electronics,North,399,124,131,186.5,225.91,13,Cloudy,1,269.95,Autumn,12,3.4,0.044,0,Large,248
04-02-2022,S005,Chocolate Donut,Toys,East,183,98,192,54.46,266.74,50,Cloudy,1,267.45,Spring,1,2,0.039,0,Small,885
10-06-2022,S001,Vanilla Cone,Toys,South,192,128,178,51.65,487.66,33,Sunny,1,452.15,Autumn,11,4.5,0.034,0,Large,500
08-05-2022,S002,Oreo Biscuit,Clothing,North,456,60,16,254.68,402.25,20,Rainy,1,481.36,Spring,2,1.9,0.128,0,Medium,260
19-02-2022,S001,Lays Chips,Clothing,East,224,59,57,258.4,412.52,8,Snowy,0,456.65,Spring,4,3.7,0.09,0,Small,383
31-05-2022,S003,Caramel Popcorn,Groceries,South,450,307,116,129.03,290.3,41,Cloudy,1,307.79,Winter,8,4.7,0.145,0,Small,345
29-05-2022,S001,Mint Choco Stick,Toys,South,301,70,118,243.09,278.69,29,Sunny,0,265.91,Spring,10,1.1,0.175,0,Large,190
02-01-2022,S004,Pineapple Ice Cream,Electronics,South,66,49,167,294,179.4,15,Cloudy,0,149.25,Spring,13,4.3,0.157,0,Medium,69
19-02-2022,S005,Cheese Crackers,Electronics,East,366,64,165,128.51,111.58,38,Rainy,0,101.96,Winter,4,1.1,0.181,0,Medium,88
18-06-2022,S004,Fruit Jelly Cup,Clothing,North,480,36,176,150.16,377.52,6,Rainy,0,412.74,Autumn,5,4.8,0.08,0,Medium,569
03-04-2022,S002,KitKat Bar,Electronics,South,259,203,131,171.15,362.76,4,Snowy,0,342.98,Winter,14,4.7,0.097,0,Medium,830
